   0.0000000000000000        1.0000299973374616        2.0000000002250187        1.0000299972249489        2.2499999999999775E-010   6.1990392445985983E-053
   1.0000000000000020E-003   1.0020297927385031        2.0000010312703824        1.0020292801119275        1.0312714404165957E-006  -1.5283937718191212E-046
   2.0000000000000044E-003   1.0040295430084725        2.0000040684056688        1.0040275592358270        4.0684220975427201E-006   1.4420784391655198E-044
   3.0000000000000070E-003   1.0060291522310494        2.0000091176321040        1.0060248497916660        9.1177139017256102E-006   4.0057430320035200E-044
   4.0000000000000053E-003   1.0080284765328333        2.0000161849511753        1.0080211866100091        1.6185205885101948E-005  -7.1312954661030144E-044
   4.9999999999999645E-003   1.0100273373194504        2.0000252763627713        1.0100166233004446        2.5276974656682185E-005   7.2105564104913868E-043
   5.9999999999999238E-003   1.0120255384663392        2.0000363978626909        1.0120112310904481        3.6399108407746540E-005   1.7279761688205401E-043
   6.9999999999998831E-003   1.0140228859551748        2.0000495554397255        1.0140050973061105        4.9557699847433627E-005  -4.6593173938800168E-043
   7.9999999999998423E-003   1.0160192083055741        2.0000647550727937        1.0159983235241465        6.4758838539134158E-005   8.6530180172057454E-044
   8.9999999999998016E-003   1.0180143760688209        2.0000820027278525        1.0179910234308436        8.2008603148584467E-005  -4.5367037782515953E-042
   9.9999999999997608E-003   1.0200083187072013        2.0001013043553821        1.0199833204302211        1.0131305412135941E-004  -2.1551970381315687E-042
   1.0999999999999720E-002   1.0220010373748574        2.0001226658881994        1.0219753450480449        1.2267822728077808E-004   1.1518673376749996E-042
   1.1999999999999679E-002   1.0239926124294474        2.0001460932402737        1.0239672321834390        1.4611012877957513E-004  -3.3014591819492690E-042
   1.2999999999999639E-002   1.0259832049137003        2.0001715923060241        1.0259591182624106        1.7161473175447123E-004   2.7375766799049626E-041
   1.3999999999999598E-002   1.0279730517188002        2.0001991689609704        1.0279511383501252        1.9919797492845922E-004   1.3631831460951820E-041
   1.4999999999999557E-002   1.0299624546420683        2.0002288290631309        1.0299434232795888        2.2886576328873650E-004   4.5783223426420423E-041
   1.5999999999999518E-002   1.0319517640372060        2.0002605784555807        1.0319360968544060        2.6062397084710407E-004   6.2376348867106663E-041
   1.6999999999999477E-002   1.0339413581902106        2.0002944229698056        1.0339292731817671        2.9447844537269194E-004   2.1372604177882110E-041
   1.7999999999999437E-002   1.0359316199017197        2.0003303684297711        1.0359230541896982        3.3043501488190557E-004  -3.7453905354473711E-041
   1.8999999999999396E-002   1.0379229119895896        2.0003684206568031        1.0379175273787664        3.6849949558393543E-004   1.5896329779300725E-041
   1.9999999999999355E-002   1.0399155535252891        2.0004085854746561        1.0399127638541861        4.0867770091736574E-004   5.8997467945003448E-041
   2.0999999999999314E-002   1.0419097985760051        2.0004508687148923        1.0419088166787545        4.5097545127695292E-004   7.2587260452025524E-041
   2.1999999999999274E-002   1.0439058190437112        2.0004952762221189        1.0439057195806722        4.9539858402064671E-004  -7.4369712098646692E-041
   2.2999999999999233E-002   1.0459036928876655        2.0005418138591828        1.0459034860435048        5.4195296336383397E-004  -2.4360172503822620E-041
   2.3999999999999192E-002   1.0479033986111297        2.0005904875117051        1.0479021087979330        5.9064448980727349E-004   5.7520499363605091E-041
   2.4999999999999151E-002   1.0499048164185689        2.0006413030922174        1.0499015597269463        6.4147910880240516E-004  -1.2907640414588755E-040
   2.5999999999999111E-002   1.0519077359438866        2.0006942665435612        1.0519017901881000        6.9446281842618215E-004  -1.6950106224472987E-041
   2.6999999999999070E-002   1.0539118699525665        2.0007493838416721        1.0539027317479148        7.4960167591083514E-004   6.7486534041883190E-042
   2.7999999999999029E-002   1.0559168729705823        2.0008066609973216        1.0559042973154693        8.0690180294471956E-004   4.9460230596808743E-041
   2.8999999999998988E-002   1.0579223634254282        2.0008661040573656        1.0579063826539088        8.6636938972332498E-004  -2.1909581749411380E-040
   2.9999999999998948E-002   1.0599279476287780        2.0009277191051673        1.0599088682414604        9.2801069777809784E-004  -1.1811264496101018E-040
   3.0999999999998907E-002   1.0619332438050995        2.0009915122602271        1.0619116214456690        9.9183206164318340E-004  -1.1775391255414303E-040
   3.1999999999999126E-002   1.0639379043865682        2.0010574896774247        1.0639144989689915        1.0578398894330674E-003  -1.0761972206014595E-041
   3.2999999999999433E-002   1.0659416349490640        2.0011256575454941        1.0659173495175480        1.1260406623994101E-003  -4.1074860586289038E-041
   3.3999999999999739E-002   1.0679442084444244        2.0011960220850411        1.0679200166405998        1.1964409335134521E-003  -9.1387080649407270E-041
   3.5000000000000045E-002   1.0699454737686105        2.0012685895461595        1.0699223416843398        1.2690473250873413E-003   1.3129606091337806E-040
